192.168.68.171,62229,https://sinajs.cn,2018-04-10 16:13:37
192.168.70.42,43166,https://ad.3.cn,2018-04-10 16:13:37
192.168.70.42,43165,https://pm.3.cn,2018-04-10 16:13:37
192.168.76.166,49530,https://settings-win.data.microsoft.com,2018-04-10 16:13:37
192.168.70.218,49389,https://geover-prod.do.dsp.mp.microsoft.com,2018-04-10 16:13:37
192.168.68.174,44974,https://zhidao.baidu.com,2018-04-10 16:13:37
192.168.68.174,44973,https://zhidao.baidu.com,2018-04-10 16:13:37
192.168.76.51,59367,https://wup.browser.qq.com,2018-04-10 16:13:37
192.168.68.126,3836,https://map4.ssl.qhimg.com,2018-04-10 16:13:37
192.168.68.126,3835,https://map4.ssl.qhimg.com,2018-04-10 16:13:37
192.168.68.126,3834,https://map0.ssl.qhimg.com,2018-04-10 16:13:37
192.168.68.126,3833,https://map3.ssl.qhimg.com,2018-04-10 16:13:37
192.168.68.171,62228,https://sinajs.cn,2018-04-10 16:13:37
192.168.77.123,20341,https://s.qhupdate.com,2018-04-10 16:13:37
192.168.77.123,20337,https://s.qhupdate.com,2018-04-10 16:13:37
192.168.76.10,43372,https://gss0.bdstatic.com,2018-04-10 16:13:37
192.168.68.126,3832,https://s.qhupdate.com,2018-04-10 16:13:37
192.168.68.126,3831,https://s.qhupdate.com,2018-04-10 16:13:37
192.168.66.66,52511,https://tajs.qq.com,2018-04-10 16:13:37
192.168.77.123,20335,https://e.tf.360.cn,2018-04-10 16:13:37
192.168.76.123,54798,https://clientlog.music.163.com,2018-04-10 16:13:37
192.168.77.123,20332,https://e.tf.360.cn,2018-04-10 16:13:37
192.168.76.248,40088,https://h5.m.taobao.com,2018-04-10 16:13:37
192.168.68.176,51594,https://cn.bing.com,2018-04-10 16:13:37
192.168.68.176,51593,https://wxapp.yangkeduo.com,2018-04-10 16:13:37
192.168.68.176,51592,https://wxapp.yangkeduo.com,2018-04-10 16:13:37
192.168.68.171,62223,https://hkhkg-2-edge.icloud-content.com,2018-04-10 16:13:37
192.168.68.126,3830,https://api.map.so.com,2018-04-10 16:13:37
192.168.77.123,20329,https://p1.ssl.qhimg.com,2018-04-10 16:13:37
192.168.68.171,62225,https://sinajs.cn,2018-04-10 16:13:37
192.168.77.123,20328,https://s0.ssl.qhres.com,2018-04-10 16:13:37
192.168.75.145,52479,https://ase.autodesk.com,2018-04-10 16:13:37
192.168.77.123,20319,https://s.360.cn,2018-04-10 16:13:37
192.168.77.123,20317,https://s.360.cn,2018-04-10 16:13:37
192.168.77.123,20318,https://s.360.cn,2018-04-10 16:13:37
192.168.77.123,20316,https://s.360.cn,2018-04-10 16:13:37
192.168.76.248,40086,https://h5.m.taobao.com,2018-04-10 16:13:37
192.168.68.172,23687,https://play.googleapis.com,2018-04-10 16:13:37
192.168.68.173,24986,https://cn.ekg.riotgames.com,2018-04-10 16:13:37
192.168.66.43,59971,https://sp0.baidu.com,2018-04-10 16:13:37
192.168.68.175,12789,https://hm.baidu.com,2018-04-10 16:13:37
192.168.76.10,48742,https://ext.baidu.com,2018-04-10 16:13:37
192.168.72.12,57649,https://hm.baidu.com,2018-04-10 16:13:37
192.168.68.176,51591,https://cn.bing.com,2018-04-10 16:13:37
192.168.77.123,20323,https://m.irs01.com,2018-04-10 16:13:37
192.168.76.248,47286,https://wvcfg.alicdn.com,2018-04-10 16:13:37
192.168.68.171,62222,https://sinajs.cn,2018-04-10 16:13:37
192.168.77.123,20320,https://s.360.cn,2018-04-10 16:13:37
192.168.77.123,20315,https://s.360.cn,2018-04-10 16:13:37
192.168.77.123,20311,https://ssxd.mediav.com,2018-04-10 16:13:37
192.168.77.123,20308,https://ssxd.mediav.com,2018-04-10 16:13:37
192.168.77.123,20309,https://ssxd.mediav.com,2018-04-10 16:13:37
192.168.77.123,20310,https://ssxd.mediav.com,2018-04-10 16:13:37
