13311110330,机械与汽车工程学院,80,合格
13311111716,教育科学学院,82,合格
13311111717,教育科学学院,45,不合格
13311112915,美术与设计学院,64,合格
13311113809,音乐学院,79,合格
13311113810,音乐学院,90,优秀
13311102203,地理信息与旅游学院,73,合格
13311102204,地理信息与旅游学院,49,不合格
13311102408,地理信息与旅游学院,72,合格
