13311100101,体育学院,70,合格
13311101612,地理信息与旅游学院,90,优秀
13311108115,地理信息与旅游学院,61,合格
13311108629,经济与管理学院,87,优秀
13311111509,教育科学学院,79,合格
13311112527,美术与设计学院,78,合格
13311112528,美术与设计学院,84,合格
13311113118,音乐学院,73,合格
13311113119,音乐学院,63,合格
13311113627,教育科学学院,83,合格

